,Ciudad,Entidad,Derecho,MA,Sociedad,Político,Gobierno,Factores,Economía,Precursores,RI,Innovación,GENERAL,anio,poblacion,pea,p ocupada,act economica,tamaño,region,PIB,Destino,hacia,desde
0,Aguascalientes,Aguascalientes,85.49162410843192,66.36921118680117,57.04434750652972,60.57727801234519,61.30477568159529,50.808240240701075,35.9773730477986,40.44470965233963,38.39026310787228,27.61763889545415,52.402546143986896,2018,1110902,487802,469770,192994404.62381998,Más de un millón,Centro-Occidente,398111958.0,Cancún,57452.0,60726.0
1,Aguascalientes,Aguascalientes,85.49162410843192,66.36921118680117,57.04434750652972,60.57727801234519,61.30477568159529,50.808240240701075,35.9773730477986,40.44470965233963,38.39026310787228,27.61763889545415,52.402546143986896,2018,1110902,487802,469770,192994404.62381998,Más de un millón,Centro-Occidente,398111958.0,Guadalajara,45.0,0.0
2,Aguascalientes,Aguascalientes,85.49162410843192,66.36921118680117,57.04434750652972,60.57727801234519,61.30477568159529,50.808240240701075,35.9773730477986,40.44470965233963,38.39026310787228,27.61763889545415,52.402546143986896,2018,1110902,487802,469770,192994404.62381998,Más de un millón,Centro-Occidente,398111958.0,León,15.0,0.0
3,Aguascalientes,Aguascalientes,85.49162410843192,66.36921118680117,57.04434750652972,60.57727801234519,61.30477568159529,50.808240240701075,35.9773730477986,40.44470965233963,38.39026310787228,27.61763889545415,52.402546143986896,2018,1110902,487802,469770,192994404.62381998,Más de un millón,Centro-Occidente,398111958.0,México,173680.0,172490.0
4,Aguascalientes,Aguascalientes,85.49162410843192,66.36921118680117,57.04434750652972,60.57727801234519,61.30477568159529,50.808240240701075,35.9773730477986,40.44470965233963,38.39026310787228,27.61763889545415,52.402546143986896,2018,1110902,487802,469770,192994404.62381998,Más de un millón,Centro-Occidente,398111958.0,Monterrey,18549.0,17774.0
5,Aguascalientes,Aguascalientes,85.49162410843192,66.36921118680117,57.04434750652972,60.57727801234519,61.30477568159529,50.808240240701075,35.9773730477986,40.44470965233963,38.39026310787228,27.61763889545415,52.402546143986896,2018,1110902,487802,469770,192994404.62381998,Más de un millón,Centro-Occidente,398111958.0,Puerto Vallarta,22316.0,23415.0
6,Aguascalientes,Aguascalientes,85.49162410843192,66.36921118680117,57.04434750652972,60.57727801234519,61.30477568159529,50.808240240701075,35.9773730477986,40.44470965233963,38.39026310787228,27.61763889545415,52.402546143986896,2018,1110902,487802,469770,192994404.62381998,Más de un millón,Centro-Occidente,398111958.0,Tampico,46.0,0.0
7,Aguascalientes,Aguascalientes,85.49162410843192,66.36921118680117,57.04434750652972,60.57727801234519,61.30477568159529,50.808240240701075,35.9773730477986,40.44470965233963,38.39026310787228,27.61763889545415,52.402546143986896,2018,1110902,487802,469770,192994404.62381998,Más de un millón,Centro-Occidente,398111958.0,Tijuana,75701.0,71684.0
8,Aguascalientes,Aguascalientes,85.49162410843192,66.36921118680117,57.04434750652972,60.57727801234519,61.30477568159529,50.808240240701075,35.9773730477986,40.44470965233963,38.39026310787228,27.61763889545415,52.402546143986896,2018,1110902,487802,469770,192994404.62381998,Más de un millón,Centro-Occidente,398111958.0,Toluca,65.0,96.0
9,Ensenada,Baja California,73.28910184129722,55.349265847683654,56.18473410843872,64.33597897357147,33.86280745469435,61.979437772286246,35.569940046079076,38.42790961586015,18.812110447876652,31.140608497309938,46.89518946050975,2018,518900,261553,250011,54210942.2753691,De 500 mil a un millón,Noroeste,51671717.0,0,0.0,0.0
10,Mexicali,Baja California,79.50204036822329,56.60460113381847,52.60627229081452,62.324017898473116,71.1276647280367,73.04720245495491,43.44184894699821,31.962343096606332,62.60273064981302,22.598410160380052,55.58171317281185,2018,1051870,536167,521701,191575081.280585,Más de un millón,Noroeste,184248600.0,Culiacán,54188.0,56645.0
11,Mexicali,Baja California,79.50204036822329,56.60460113381847,52.60627229081452,62.324017898473116,71.1276647280367,73.04720245495491,43.44184894699821,31.962343096606332,62.60273064981302,22.598410160380052,55.58171317281185,2018,1051870,536167,521701,191575081.280585,Más de un millón,Noroeste,184248600.0,Guadalajara,217899.0,227469.0
12,Mexicali,Baja California,79.50204036822329,56.60460113381847,52.60627229081452,62.324017898473116,71.1276647280367,73.04720245495491,43.44184894699821,31.962343096606332,62.60273064981302,22.598410160380052,55.58171317281185,2018,1051870,536167,521701,191575081.280585,Más de un millón,Noroeste,184248600.0,Hermosillo,7797.0,8617.0
13,Mexicali,Baja California,79.50204036822329,56.60460113381847,52.60627229081452,62.324017898473116,71.1276647280367,73.04720245495491,43.44184894699821,31.962343096606332,62.60273064981302,22.598410160380052,55.58171317281185,2018,1051870,536167,521701,191575081.280585,Más de un millón,Noroeste,184248600.0,León,2066.0,1762.0
14,Mexicali,Baja California,79.50204036822329,56.60460113381847,52.60627229081452,62.324017898473116,71.1276647280367,73.04720245495491,43.44184894699821,31.962343096606332,62.60273064981302,22.598410160380052,55.58171317281185,2018,1051870,536167,521701,191575081.280585,Más de un millón,Noroeste,184248600.0,Mazatlán,138.0,149.0
15,Mexicali,Baja California,79.50204036822329,56.60460113381847,52.60627229081452,62.324017898473116,71.1276647280367,73.04720245495491,43.44184894699821,31.962343096606332,62.60273064981302,22.598410160380052,55.58171317281185,2018,1051870,536167,521701,191575081.280585,Más de un millón,Noroeste,184248600.0,México,201206.0,212991.0
16,Mexicali,Baja California,79.50204036822329,56.60460113381847,52.60627229081452,62.324017898473116,71.1276647280367,73.04720245495491,43.44184894699821,31.962343096606332,62.60273064981302,22.598410160380052,55.58171317281185,2018,1051870,536167,521701,191575081.280585,Más de un millón,Noroeste,184248600.0,Monterrey,40830.0,39731.0
17,Mexicali,Baja California,79.50204036822329,56.60460113381847,52.60627229081452,62.324017898473116,71.1276647280367,73.04720245495491,43.44184894699821,31.962343096606332,62.60273064981302,22.598410160380052,55.58171317281185,2018,1051870,536167,521701,191575081.280585,Más de un millón,Noroeste,184248600.0,Morelia,18827.0,21416.0
18,Mexicali,Baja California,79.50204036822329,56.60460113381847,52.60627229081452,62.324017898473116,71.1276647280367,73.04720245495491,43.44184894699821,31.962343096606332,62.60273064981302,22.598410160380052,55.58171317281185,2018,1051870,536167,521701,191575081.280585,Más de un millón,Noroeste,184248600.0,Puerto Vallarta,109.0,180.0
19,Mexicali,Baja California,79.50204036822329,56.60460113381847,52.60627229081452,62.324017898473116,71.1276647280367,73.04720245495491,43.44184894699821,31.962343096606332,62.60273064981302,22.598410160380052,55.58171317281185,2018,1051870,536167,521701,191575081.280585,Más de un millón,Noroeste,184248600.0,Tijuana,345.0,0.0
20,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Acapulco,37291.0,39401.0
21,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Aguascalientes,71684.0,75701.0
22,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Cancún,18633.0,18910.0
23,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Chihuahua,23320.0,22913.0
24,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Colima,33728.0,34476.0
25,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Culiacán,410987.0,421582.0
26,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Durango,34065.0,35642.0
27,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Guadalajara,870492.0,912657.0
28,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Hermosillo,76659.0,84684.0
29,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,La Paz,60286.0,67734.0
30,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,León,260887.0,265852.0
31,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Los Mochis,38738.0,41391.0
32,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Mazatlán,49940.0,52187.0
33,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,México,963397.0,1001063.0
34,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Monterrey,178878.0,185760.0
35,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Morelia,113403.0,117976.0
36,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Oaxaca,60773.0,61201.0
37,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Puebla,53653.0,56152.0
38,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Puerto Vallarta,64024.0,65642.0
39,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Querétaro,22664.0,23910.0
40,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,San Luis Potosí,13463.0,13478.0
41,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Tepic,48922.0,52546.0
42,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Toluca,5295.0,6227.0
43,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Tuxtla Gutiérrez,3551.0,3403.0
44,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Uruapan,64584.0,71808.0
45,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Veracruz,14286.0,14496.0
46,Tijuana,Baja California,49.808240637632395,50.419797700957915,51.8650930588701,58.604279883799734,59.46763896708724,64.81975837435569,39.95962176878735,41.35654376805014,60.26666514785514,23.081481680171056,49.96491209875668,2018,1950472,927993,900154,220965266.781322,Más de un millón,Noroeste,379715954.0,Zacatecas,41076.0,42395.0
47,La Paz,Baja California Sur,79.94732361304776,52.7258542224337,63.38893780725099,50.86901667040922,57.64886559033182,56.20958219652564,38.926436999063256,41.061304996762416,42.12403898065645,19.42140022490966,50.23227613013909,2018,291685,153434,147490,60558832.1245539,De 250 a 500 mil,Noroeste,32315701.0,Culiacán,38618.0,38402.0
48,La Paz,Baja California Sur,79.94732361304776,52.7258542224337,63.38893780725099,50.86901667040922,57.64886559033182,56.20958219652564,38.926436999063256,41.061304996762416,42.12403898065645,19.42140022490966,50.23227613013909,2018,291685,153434,147490,60558832.1245539,De 250 a 500 mil,Noroeste,32315701.0,Guadalajara,139075.0,141345.0
49,La Paz,Baja California Sur,79.94732361304776,52.7258542224337,63.38893780725099,50.86901667040922,57.64886559033182,56.20958219652564,38.926436999063256,41.061304996762416,42.12403898065645,19.42140022490966,50.23227613013909,2018,291685,153434,147490,60558832.1245539,De 250 a 500 mil,Noroeste,32315701.0,Hermosillo,13955.0,13816.0
50,La Paz,Baja California Sur,79.94732361304776,52.7258542224337,63.38893780725099,50.86901667040922,57.64886559033182,56.20958219652564,38.926436999063256,41.061304996762416,42.12403898065645,19.42140022490966,50.23227613013909,2018,291685,153434,147490,60558832.1245539,De 250 a 500 mil,Noroeste,32315701.0,Los Mochis,11968.0,12146.0
51,La Paz,Baja California Sur,79.94732361304776,52.7258542224337,63.38893780725099,50.86901667040922,57.64886559033182,56.20958219652564,38.926436999063256,41.061304996762416,42.12403898065645,19.42140022490966,50.23227613013909,2018,291685,153434,147490,60558832.1245539,De 250 a 500 mil,Noroeste,32315701.0,Mazatlán,13311.0,13377.0
52,La Paz,Baja California Sur,79.94732361304776,52.7258542224337,63.38893780725099,50.86901667040922,57.64886559033182,56.20958219652564,38.926436999063256,41.061304996762416,42.12403898065645,19.42140022490966,50.23227613013909,2018,291685,153434,147490,60558832.1245539,De 250 a 500 mil,Noroeste,32315701.0,México,155964.0,153498.0
53,La Paz,Baja California Sur,79.94732361304776,52.7258542224337,63.38893780725099,50.86901667040922,57.64886559033182,56.20958219652564,38.926436999063256,41.061304996762416,42.12403898065645,19.42140022490966,50.23227613013909,2018,291685,153434,147490,60558832.1245539,De 250 a 500 mil,Noroeste,32315701.0,Monterrey,3820.0,3924.0
54,La Paz,Baja California Sur,79.94732361304776,52.7258542224337,63.38893780725099,50.86901667040922,57.64886559033182,56.20958219652564,38.926436999063256,41.061304996762416,42.12403898065645,19.42140022490966,50.23227613013909,2018,291685,153434,147490,60558832.1245539,De 250 a 500 mil,Noroeste,32315701.0,Puerto Vallarta,30.0,28.0
55,La Paz,Baja California Sur,79.94732361304776,52.7258542224337,63.38893780725099,50.86901667040922,57.64886559033182,56.20958219652564,38.926436999063256,41.061304996762416,42.12403898065645,19.42140022490966,50.23227613013909,2018,291685,153434,147490,60558832.1245539,De 250 a 500 mil,Noroeste,32315701.0,Tijuana,67734.0,60286.0
56,Los Cabos,Baja California Sur,82.40801449831639,57.443915953516175,51.76055362795866,43.97629374466054,47.37723646268784,53.073167165375786,42.21988531795538,43.75589996965518,61.712151074539356,12.301315154166485,49.60284329688319,2018,312678,192020,183467,53251398.089637205,De 250 a 500 mil,Noroeste,58698900.0,0,0.0,0.0
57,Campeche,Campeche,88.2848234879981,62.31954020574736,64.20146881555891,63.084812860509494,71.34541351385911,53.65745107553079,11.780309753322177,46.63923420895791,41.758057657268935,12.851828479792987,51.59229400585458,2018,306615,138964,133916,259445291.079838,De 250 a 500 mil,Sur-Sureste,23411225.0,México,80275.0,80541.0
58,Ciudad del Carmen,Campeche,88.95150688719318,61.13194965041954,55.491085173983,57.13461309986568,72.03804792456638,54.784068710195506,15.953148629177717,52.88611947705957,60.28589661377997,19.362414708601474,53.80188508748421,2018,265668,108320,101880,193450992.96451297,De 250 a 500 mil,Sur-Sureste,559451083.0,México,118792.0,114494.0
59,Ciudad del Carmen,Campeche,88.95150688719318,61.13194965041954,55.491085173983,57.13461309986568,72.03804792456638,54.784068710195506,15.953148629177717,52.88611947705957,60.28589661377997,19.362414708601474,53.80188508748421,2018,265668,108320,101880,193450992.96451297,De 250 a 500 mil,Sur-Sureste,559451083.0,Tampico,9079.0,8057.0
60,Ciudad del Carmen,Campeche,88.95150688719318,61.13194965041954,55.491085173983,57.13461309986568,72.03804792456638,54.784068710195506,15.953148629177717,52.88611947705957,60.28589661377997,19.362414708601474,53.80188508748421,2018,265668,108320,101880,193450992.96451297,De 250 a 500 mil,Sur-Sureste,559451083.0,Veracruz,5651.0,6669.0
61,La Laguna,Coahuila de Zaragoza,85.6453062827287,62.34093933221001,55.31534480597741,66.89667219307606,66.15877059786395,58.532028785923494,27.697914899650353,40.204516004428356,8.01456343197129,20.04834595236708,49.085440228619674,2018,1428504,704492,665901,324338712.282722,Más de un millón,Noreste,354041574.0,0,0.0,0.0
62,Monclova,Coahuila de Zaragoza,90.78645625413196,53.35664059946244,60.20089399997927,68.25823316540382,75.22411997134276,72.84832097600228,22.418351001148537,38.097643489790336,9.265080277834675,20.501699601198585,51.09574393362948,2018,385508,185417,176324,76592898.39068359,De 250 a 500 mil,Noreste,154807986.0,México,1118.0,1057.0
63,Piedras Negras,Coahuila de Zaragoza,85.23959189276894,55.73702487230216,57.4927069182973,68.15544018247928,71.22448798720751,70.08178585705316,20.263189400708935,21.98976377996867,64.6627830621667,20.98852226784809,53.58352962208008,2018,205563,92563,86860,35516744.9708959,Menos de 250 mil,Noreste,55515118.0,México,12525.0,13741.0
64,Piedras Negras,Coahuila de Zaragoza,85.23959189276894,55.73702487230216,57.4927069182973,68.15544018247928,71.22448798720751,70.08178585705316,20.263189400708935,21.98976377996867,64.6627830621667,20.98852226784809,53.58352962208008,2018,205563,92563,86860,35516744.9708959,Menos de 250 mil,Noreste,55515118.0,Toluca,28.0,28.0
65,Saltillo,Coahuila de Zaragoza,93.25305951887017,57.02504319097321,62.04593111360432,71.11190063196698,74.45743896321163,66.11789585110863,32.147750503259644,40.93719513344381,43.30547218136332,35.5458405499161,57.59475276377178,2018,966444,399898,380845,165460174.257577,De 500 mil a un millón,Noreste,698755257.0,Matamoros,12.0,12.0
66,Saltillo,Coahuila de Zaragoza,93.25305951887017,57.02504319097321,62.04593111360432,71.11190063196698,74.45743896321163,66.11789585110863,32.147750503259644,40.93719513344381,43.30547218136332,35.5458405499161,57.59475276377178,2018,966444,399898,380845,165460174.257577,De 500 mil a un millón,Noreste,698755257.0,Mazatlán,10.0,0.0
67,Saltillo,Coahuila de Zaragoza,93.25305951887017,57.02504319097321,62.04593111360432,71.11190063196698,74.45743896321163,66.11789585110863,32.147750503259644,40.93719513344381,43.30547218136332,35.5458405499161,57.59475276377178,2018,966444,399898,380845,165460174.257577,De 500 mil a un millón,Noreste,698755257.0,México,20818.0,20672.0
68,Saltillo,Coahuila de Zaragoza,93.25305951887017,57.02504319097321,62.04593111360432,71.11190063196698,74.45743896321163,66.11789585110863,32.147750503259644,40.93719513344381,43.30547218136332,35.5458405499161,57.59475276377178,2018,966444,399898,380845,165460174.257577,De 500 mil a un millón,Noreste,698755257.0,Puerto Vallarta,186.0,186.0
69,Saltillo,Coahuila de Zaragoza,93.25305951887017,57.02504319097321,62.04593111360432,71.11190063196698,74.45743896321163,66.11789585110863,32.147750503259644,40.93719513344381,43.30547218136332,35.5458405499161,57.59475276377178,2018,966444,399898,380845,165460174.257577,De 500 mil a un millón,Noreste,698755257.0,San Luis Potosí,25.0,35.0
70,Saltillo,Coahuila de Zaragoza,93.25305951887017,57.02504319097321,62.04593111360432,71.11190063196698,74.45743896321163,66.11789585110863,32.147750503259644,40.93719513344381,43.30547218136332,35.5458405499161,57.59475276377178,2018,966444,399898,380845,165460174.257577,De 500 mil a un millón,Noreste,698755257.0,Toluca,47.0,0.0
71,Saltillo,Coahuila de Zaragoza,93.25305951887017,57.02504319097321,62.04593111360432,71.11190063196698,74.45743896321163,66.11789585110863,32.147750503259644,40.93719513344381,43.30547218136332,35.5458405499161,57.59475276377178,2018,966444,399898,380845,165460174.257577,De 500 mil a un millón,Noreste,698755257.0,Veracruz,63.0,51.0
72,Colima,Colima,70.33579377719154,59.26892185370681,66.65178180392878,62.27109355890204,61.75949832499001,64.04639740226942,24.281826198135402,44.685683147365765,27.38308156667309,13.889509687160619,49.45735873203235,2018,386943,180345,173886,58400706.993370794,De 250 a 500 mil,Centro-Occidente,28115012.0,México,39490.0,39585.0
73,Colima,Colima,70.33579377719154,59.26892185370681,66.65178180392878,62.27109355890204,61.75949832499001,64.04639740226942,24.281826198135402,44.685683147365765,27.38308156667309,13.889509687160619,49.45735873203235,2018,386943,180345,173886,58400706.993370794,De 250 a 500 mil,Centro-Occidente,28115012.0,Tijuana,34476.0,33728.0
74,Manzanillo,Colima,56.49933830162898,52.97435982721792,53.44235273296846,55.06433493721628,61.35728064134983,62.7075528775477,29.362980170967173,36.27674335064662,45.603759572792846,18.3522260887041,47.16409285010399,2018,195905,108376,105076,37374341.7220547,Menos de 250 mil,Centro-Occidente,37477134.0,México,50725.0,51206.0
75,Tecomán,Colima,35.93011198663894,43.62267261584528,44.363432309423224,51.567325440882904,67.45263081106668,50.431121631059334,15.99260062017293,22.933559297092543,0.08197906167372536,18.60886307261535,35.0984296846471,2018,162156,89068,86723,10341918.9037302,Menos de 250 mil,Centro-Occidente,11822735.0,0,0.0,0.0
76,Tapachula,Chiapas,80.99845744230808,59.99053109343741,52.1810552435411,62.26515480930015,58.93121878786945,46.95525290278857,24.546071917764674,42.2411044715598,54.03619160350049,16.985021254695674,49.91300595267654,2018,372829,131935,127023,27356646.900068298,De 250 a 500 mil,Sur-Sureste,23431799.0,Guadalajara,1587.0,1663.0
77,Tapachula,Chiapas,80.99845744230808,59.99053109343741,52.1810552435411,62.26515480930015,58.93121878786945,46.95525290278857,24.546071917764674,42.2411044715598,54.03619160350049,16.985021254695674,49.91300595267654,2018,372829,131935,127023,27356646.900068298,De 250 a 500 mil,Sur-Sureste,23431799.0,México,166070.0,154727.0
78,Tapachula,Chiapas,80.99845744230808,59.99053109343741,52.1810552435411,62.26515480930015,58.93121878786945,46.95525290278857,24.546071917764674,42.2411044715598,54.03619160350049,16.985021254695674,49.91300595267654,2018,372829,131935,127023,27356646.900068298,De 250 a 500 mil,Sur-Sureste,23431799.0,Monterrey,37.0,0.0
79,Tapachula,Chiapas,80.99845744230808,59.99053109343741,52.1810552435411,62.26515480930015,58.93121878786945,46.95525290278857,24.546071917764674,42.2411044715598,54.03619160350049,16.985021254695674,49.91300595267654,2018,372829,131935,127023,27356646.900068298,De 250 a 500 mil,Sur-Sureste,23431799.0,Oaxaca,233.0,257.0
80,Tapachula,Chiapas,80.99845744230808,59.99053109343741,52.1810552435411,62.26515480930015,58.93121878786945,46.95525290278857,24.546071917764674,42.2411044715598,54.03619160350049,16.985021254695674,49.91300595267654,2018,372829,131935,127023,27356646.900068298,De 250 a 500 mil,Sur-Sureste,23431799.0,Puebla,60.0,0.0
81,Tapachula,Chiapas,80.99845744230808,59.99053109343741,52.1810552435411,62.26515480930015,58.93121878786945,46.95525290278857,24.546071917764674,42.2411044715598,54.03619160350049,16.985021254695674,49.91300595267654,2018,372829,131935,127023,27356646.900068298,De 250 a 500 mil,Sur-Sureste,23431799.0,San Luis Potosí,53.0,0.0
82,Tapachula,Chiapas,80.99845744230808,59.99053109343741,52.1810552435411,62.26515480930015,58.93121878786945,46.95525290278857,24.546071917764674,42.2411044715598,54.03619160350049,16.985021254695674,49.91300595267654,2018,372829,131935,127023,27356646.900068298,De 250 a 500 mil,Sur-Sureste,23431799.0,Toluca,21.0,49.0
83,Tapachula,Chiapas,80.99845744230808,59.99053109343741,52.1810552435411,62.26515480930015,58.93121878786945,46.95525290278857,24.546071917764674,42.2411044715598,54.03619160350049,16.985021254695674,49.91300595267654,2018,372829,131935,127023,27356646.900068298,De 250 a 500 mil,Sur-Sureste,23431799.0,Villahermosa,69.0,28.0
84,Tuxtla Gutiérrez,Chiapas,79.69344496692881,62.33081383536897,53.129250160563146,63.56810974818277,64.25190713179997,50.239909323430346,17.756461405310603,35.09165006566519,19.186789083501907,12.036771498545844,45.72851072192975,2018,872760,370339,352041,99036476.32804939,De 500 mil a un millón,Sur-Sureste,52350691.0,Cancún,69209.0,69201.0
85,Tuxtla Gutiérrez,Chiapas,79.69344496692881,62.33081383536897,53.129250160563146,63.56810974818277,64.25190713179997,50.239909323430346,17.756461405310603,35.09165006566519,19.186789083501907,12.036771498545844,45.72851072192975,2018,872760,370339,352041,99036476.32804939,De 500 mil a un millón,Sur-Sureste,52350691.0,Guadalajara,69046.0,70748.0
